# Pokabbie feature-za-expansion canonical species data
# schema_version=1
# source_commit=91a4feca60251da39ac320bac91d7c59a8a7dd9a
species,pokemon,HP,Atk,Def,SpA,SpD,Spe,type1,type2,ability1,ability2,hidden_ability
SPECIES_LURANTIS,Lurantis,70,105,90,80,90,45,TYPE_GRASS,TYPE_GRASS,ABILITY_LEAF_GUARD,ABILITY_NONE,ABILITY_CONTRARY
SPECIES_LUVDISC,Luvdisc,43,30,55,40,65,97,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,ABILITY_HYDRATION
SPECIES_LUXIO,Luxio,60,85,49,60,49,60,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_RIVALRY,ABILITY_INTIMIDATE,ABILITY_GUTS
SPECIES_LUXRAY,Luxray,80,120,79,95,79,70,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_RIVALRY,ABILITY_INTIMIDATE,ABILITY_GUTS
SPECIES_LYCANROC_DUSK,Lycanroc,75,117,65,55,65,110,TYPE_ROCK,TYPE_ROCK,ABILITY_TOUGH_CLAWS,ABILITY_NONE,ABILITY_NONE
SPECIES_LYCANROC_MIDDAY,Lycanroc,75,115,65,55,65,112,TYPE_ROCK,TYPE_ROCK,ABILITY_KEEN_EYE,ABILITY_SAND_RUSH,ABILITY_STEADFAST
SPECIES_LYCANROC_MIDNIGHT,Lycanroc,85,115,75,55,75,82,TYPE_ROCK,TYPE_ROCK,ABILITY_KEEN_EYE,ABILITY_VITAL_SPIRIT,ABILITY_NO_GUARD
SPECIES_MABOSSTIFF,Mabosstiff,80,120,90,60,70,85,TYPE_DARK,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_GUARD_DOG,ABILITY_STAKEOUT
SPECIES_MACHAMP,Machamp,90,130,80,65,85,55,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_NO_GUARD,ABILITY_STEADFAST
SPECIES_MACHAMP_GIGANTAMAX,Machamp,90,130,80,65,85,55,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_NO_GUARD,ABILITY_STEADFAST
SPECIES_MACHOKE,Machoke,80,100,70,50,60,45,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_NO_GUARD,ABILITY_STEADFAST
SPECIES_MACHOP,Machop,70,80,50,35,35,35,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_NO_GUARD,ABILITY_STEADFAST
SPECIES_MAGBY,Magby,45,75,37,70,55,83,TYPE_FIRE,TYPE_FIRE,ABILITY_FLAME_BODY,ABILITY_NONE,ABILITY_VITAL_SPIRIT
SPECIES_MAGCARGO,Magcargo,60,50,120,90,80,30,TYPE_FIRE,TYPE_ROCK,ABILITY_MAGMA_ARMOR,ABILITY_FLAME_BODY,ABILITY_WEAK_ARMOR
SPECIES_MAGEARNA,Magearna,80,95,115,130,115,65,TYPE_STEEL,TYPE_FAIRY,ABILITY_SOUL_HEART,ABILITY_NONE,ABILITY_NONE
SPECIES_MAGEARNA_ORIGINAL_COLOR,Magearna,80,95,115,130,115,65,TYPE_STEEL,TYPE_FAIRY,ABILITY_SOUL_HEART,ABILITY_NONE,ABILITY_NONE
SPECIES_MAGIKARP,Magikarp,20,10,55,15,20,80,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,ABILITY_RATTLED
SPECIES_MAGMAR,Magmar,65,95,57,100,85,93,TYPE_FIRE,TYPE_FIRE,ABILITY_FLAME_BODY,ABILITY_NONE,ABILITY_VITAL_SPIRIT
SPECIES_MAGMORTAR,Magmortar,75,95,67,125,95,83,TYPE_FIRE,TYPE_FIRE,ABILITY_FLAME_BODY,ABILITY_NONE,ABILITY_VITAL_SPIRIT
SPECIES_MAGNEMITE,Magnemite,25,35,70,95,55,45,TYPE_ELECTRIC,TYPE_STEEL,ABILITY_MAGNET_PULL,ABILITY_STURDY,ABILITY_ANALYTIC
SPECIES_MAGNETON,Magneton,50,60,95,120,70,70,TYPE_ELECTRIC,TYPE_STEEL,ABILITY_MAGNET_PULL,ABILITY_STURDY,ABILITY_ANALYTIC
SPECIES_MAGNEZONE,Magnezone,70,70,115,130,90,60,TYPE_ELECTRIC,TYPE_STEEL,ABILITY_MAGNET_PULL,ABILITY_STURDY,ABILITY_ANALYTIC
SPECIES_MAKUHITA,Makuhita,72,60,30,20,30,25,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_THICK_FAT,ABILITY_GUTS,ABILITY_SHEER_FORCE
SPECIES_MALAMAR,Malamar,86,92,88,68,75,73,TYPE_DARK,TYPE_PSYCHIC,ABILITY_CONTRARY,ABILITY_SUCTION_CUPS,ABILITY_INFILTRATOR
SPECIES_MAMOSWINE,Mamoswine,110,130,80,70,60,80,TYPE_ICE,TYPE_GROUND,ABILITY_OBLIVIOUS,ABILITY_SNOW_CLOAK,ABILITY_THICK_FAT
SPECIES_MANAPHY,Manaphy,100,100,100,100,100,100,TYPE_WATER,TYPE_WATER,ABILITY_HYDRATION,ABILITY_NONE,ABILITY_NONE
SPECIES_MANDIBUZZ,Mandibuzz,110,65,105,55,95,80,TYPE_DARK,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_OVERCOAT,ABILITY_WEAK_ARMOR
SPECIES_MANECTRIC,Manectric,70,75,60,105,60,105,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_LIGHTNING_ROD,ABILITY_MINUS
SPECIES_MANECTRIC_MEGA,Manectric,70,75,80,135,80,135,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_INTIMIDATE,ABILITY_INTIMIDATE,ABILITY_INTIMIDATE
SPECIES_MANKEY,Mankey,40,80,35,35,45,70,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_VITAL_SPIRIT,ABILITY_ANGER_POINT,ABILITY_DEFIANT
SPECIES_MANTINE,Mantine,85,40,70,80,140,70,TYPE_WATER,TYPE_FLYING,ABILITY_SWIFT_SWIM,ABILITY_WATER_ABSORB,ABILITY_WATER_VEIL
SPECIES_MANTYKE,Mantyke,45,20,50,60,120,50,TYPE_WATER,TYPE_FLYING,ABILITY_SWIFT_SWIM,ABILITY_WATER_ABSORB,ABILITY_WATER_VEIL
SPECIES_MARACTUS,Maractus,75,86,67,106,67,60,TYPE_GRASS,TYPE_GRASS,ABILITY_WATER_ABSORB,ABILITY_CHLOROPHYLL,ABILITY_STORM_DRAIN
SPECIES_MAREANIE,Mareanie,50,53,62,43,52,45,TYPE_POISON,TYPE_WATER,ABILITY_MERCILESS,ABILITY_LIMBER,ABILITY_REGENERATOR
SPECIES_MAREEP,Mareep,55,40,40,65,45,35,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_NONE,ABILITY_PLUS
SPECIES_MARILL,Marill,70,20,50,20,50,40,TYPE_WATER,TYPE_FAIRY,ABILITY_THICK_FAT,ABILITY_HUGE_POWER,ABILITY_SAP_SIPPER
SPECIES_MAROWAK,Marowak,60,80,110,50,80,45,TYPE_GROUND,TYPE_GROUND,ABILITY_ROCK_HEAD,ABILITY_LIGHTNING_ROD,ABILITY_BATTLE_ARMOR
SPECIES_MAROWAK_ALOLAN,Marowak,60,80,110,50,80,45,TYPE_FIRE,TYPE_GHOST,ABILITY_CURSED_BODY,ABILITY_LIGHTNING_ROD,ABILITY_ROCK_HEAD
SPECIES_MARSHADOW,Marshadow,90,125,80,90,90,125,TYPE_FIGHTING,TYPE_GHOST,ABILITY_TECHNICIAN,ABILITY_NONE,ABILITY_NONE
SPECIES_MARSHTOMP,Marshtomp,70,85,70,60,70,50,TYPE_WATER,TYPE_GROUND,ABILITY_TORRENT,ABILITY_NONE,ABILITY_DAMP
SPECIES_MASCHIFF,Maschiff,60,78,60,40,51,51,TYPE_DARK,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_RUN_AWAY,ABILITY_STAKEOUT
SPECIES_MASQUERAIN,Masquerain,70,60,62,100,82,80,TYPE_BUG,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_NONE,ABILITY_UNNERVE
SPECIES_MAUSHOLD_FAMILY_OF_FOUR,Maushold,74,75,70,65,75,111,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FRIEND_GUARD,ABILITY_CHEEK_POUCH,ABILITY_TECHNICIAN
SPECIES_MAUSHOLD_FAMILY_OF_THREE,Maushold,74,75,70,65,75,111,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FRIEND_GUARD,ABILITY_CHEEK_POUCH,ABILITY_TECHNICIAN
SPECIES_MAWILE,Mawile,50,85,85,55,55,50,TYPE_STEEL,TYPE_FAIRY,ABILITY_HYPER_CUTTER,ABILITY_INTIMIDATE,ABILITY_SHEER_FORCE
SPECIES_MAWILE_MEGA,Mawile,50,105,125,55,95,50,TYPE_STEEL,TYPE_FAIRY,ABILITY_HUGE_POWER,ABILITY_HUGE_POWER,ABILITY_HUGE_POWER
SPECIES_MEDICHAM,Medicham,60,60,75,60,75,80,TYPE_FIGHTING,TYPE_PSYCHIC,ABILITY_PURE_POWER,ABILITY_NONE,ABILITY_TELEPATHY
SPECIES_MEDICHAM_MEGA,Medicham,60,100,85,80,85,100,TYPE_FIGHTING,TYPE_PSYCHIC,ABILITY_PURE_POWER,ABILITY_PURE_POWER,ABILITY_PURE_POWER
SPECIES_MEDITITE,Meditite,30,40,55,40,55,60,TYPE_FIGHTING,TYPE_PSYCHIC,ABILITY_PURE_POWER,ABILITY_NONE,ABILITY_TELEPATHY
SPECIES_MEGANIUM,Meganium,80,82,100,83,100,80,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_LEAF_GUARD
SPECIES_MEGANIUM_MEGA,Meganium,80,92,115,143,115,80,TYPE_GRASS,TYPE_FAIRY,ABILITY_MEGA_SOL,ABILITY_MEGA_SOL,ABILITY_MEGA_SOL
SPECIES_MELMETAL,Melmetal,135,143,143,80,65,34,TYPE_STEEL,TYPE_STEEL,ABILITY_IRON_FIST,ABILITY_NONE,ABILITY_NONE
SPECIES_MELMETAL_GIGANTAMAX,Melmetal,135,143,143,80,65,34,TYPE_STEEL,TYPE_STEEL,ABILITY_IRON_FIST,ABILITY_NONE,ABILITY_NONE
SPECIES_MELOETTA_ARIA,Meloetta,100,77,77,128,128,90,TYPE_NORMAL,TYPE_PSYCHIC,ABILITY_SERENE_GRACE,ABILITY_NONE,ABILITY_NONE
SPECIES_MELOETTA_PIROUETTE,Meloetta,100,128,90,77,77,128,TYPE_NORMAL,TYPE_FIGHTING,ABILITY_SERENE_GRACE,ABILITY_NONE,ABILITY_NONE
SPECIES_MELTAN,Meltan,46,65,65,55,35,34,TYPE_STEEL,TYPE_STEEL,ABILITY_MAGNET_PULL,ABILITY_NONE,ABILITY_NONE
SPECIES_MEOWSCARADA,Meowscarad,76,110,70,81,70,123,TYPE_GRASS,TYPE_DARK,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_PROTEAN
SPECIES_MEOWSTIC_FEMALE,Meowstic,74,48,76,83,81,104,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_KEEN_EYE,ABILITY_INFILTRATOR,ABILITY_COMPETITIVE
SPECIES_MEOWSTIC_FEMALE_MEGA,Meowstic,74,48,76,143,101,124,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_TRACE,ABILITY_TRACE,ABILITY_TRACE
SPECIES_MEOWSTIC_MALE,Meowstic,74,48,76,83,81,104,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_KEEN_EYE,ABILITY_INFILTRATOR,ABILITY_PRANKSTER
SPECIES_MEOWSTIC_MALE_MEGA,Meowstic,74,48,76,143,101,124,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_TRACE,ABILITY_TRACE,ABILITY_TRACE
SPECIES_MEOWTH,Meowth,40,45,35,40,40,90,TYPE_NORMAL,TYPE_NORMAL,ABILITY_PICKUP,ABILITY_TECHNICIAN,ABILITY_UNNERVE
SPECIES_MEOWTH_ALOLAN,Meowth,40,35,35,50,40,90,TYPE_DARK,TYPE_DARK,ABILITY_PICKUP,ABILITY_TECHNICIAN,ABILITY_RATTLED
SPECIES_MEOWTH_GALARIAN,Meowth,50,65,55,40,40,40,TYPE_STEEL,TYPE_STEEL,ABILITY_PICKUP,ABILITY_TOUGH_CLAWS,ABILITY_UNNERVE
SPECIES_MEOWTH_GIGANTAMAX,Meowth,40,45,35,40,40,90,TYPE_NORMAL,TYPE_NORMAL,ABILITY_PICKUP,ABILITY_TECHNICIAN,ABILITY_UNNERVE
SPECIES_MESPRIT,Mesprit,80,105,105,105,105,80,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_METAGROSS,Metagross,80,135,130,95,90,70,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_CLEAR_BODY,ABILITY_NONE,ABILITY_LIGHT_METAL
SPECIES_METAGROSS_MEGA,Metagross,80,145,150,105,110,110,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_TOUGH_CLAWS,ABILITY_TOUGH_CLAWS,ABILITY_TOUGH_CLAWS
SPECIES_METANG,Metang,60,75,100,55,80,50,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_CLEAR_BODY,ABILITY_NONE,ABILITY_LIGHT_METAL
SPECIES_METAPOD,Metapod,50,20,55,25,25,30,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_NONE
SPECIES_MEW,Mew,100,100,100,100,100,100,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_SYNCHRONIZE,ABILITY_NONE,ABILITY_NONE
SPECIES_MEWTWO,Mewtwo,106,110,90,154,90,130,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_UNNERVE
SPECIES_MEWTWO_MEGA_X,Mewtwo,106,190,100,154,100,130,TYPE_PSYCHIC,TYPE_FIGHTING,ABILITY_STEADFAST,ABILITY_STEADFAST,ABILITY_STEADFAST
SPECIES_MEWTWO_MEGA_Y,Mewtwo,106,150,70,194,120,140,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_INSOMNIA,ABILITY_INSOMNIA,ABILITY_INSOMNIA
SPECIES_MIENFOO,Mienfoo,45,85,50,55,50,65,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_INNER_FOCUS,ABILITY_REGENERATOR,ABILITY_RECKLESS
SPECIES_MIENSHAO,Mienshao,65,125,60,95,60,105,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_INNER_FOCUS,ABILITY_REGENERATOR,ABILITY_RECKLESS
SPECIES_MIGHTYENA,Mightyena,70,90,70,60,60,70,TYPE_DARK,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_QUICK_FEET,ABILITY_MOXIE
SPECIES_MILCERY,Milcery,45,40,40,50,61,34,TYPE_FAIRY,TYPE_FAIRY,ABILITY_SWEET_VEIL,ABILITY_NONE,ABILITY_AROMA_VEIL
SPECIES_MILOTIC,Milotic,95,60,79,100,125,81,TYPE_WATER,TYPE_WATER,ABILITY_MARVEL_SCALE,ABILITY_COMPETITIVE,ABILITY_CUTE_CHARM
SPECIES_MILTANK,Miltank,95,80,105,40,70,100,TYPE_NORMAL,TYPE_NORMAL,ABILITY_THICK_FAT,ABILITY_SCRAPPY,ABILITY_SAP_SIPPER
SPECIES_MIME_JR,Mime Jr.,20,25,45,70,90,60,TYPE_PSYCHIC,TYPE_FAIRY,ABILITY_SOUNDPROOF,ABILITY_FILTER,ABILITY_TECHNICIAN
SPECIES_MIMIKYU_BUSTED,Mimikyu,55,90,80,50,105,96,TYPE_GHOST,TYPE_FAIRY,ABILITY_DISGUISE,ABILITY_NONE,ABILITY_NONE
SPECIES_MIMIKYU_DISGUISED,Mimikyu,55,90,80,50,105,96,TYPE_GHOST,TYPE_FAIRY,ABILITY_DISGUISE,ABILITY_NONE,ABILITY_NONE
SPECIES_MINCCINO,Minccino,55,50,40,40,40,75,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CUTE_CHARM,ABILITY_TECHNICIAN,ABILITY_SKILL_LINK
SPECIES_MINIOR_CORE_BLUE,Minior,60,100,60,100,60,120,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_CORE_GREEN,Minior,60,100,60,100,60,120,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_CORE_INDIGO,Minior,60,100,60,100,60,120,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_CORE_ORANGE,Minior,60,100,60,100,60,120,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_CORE_RED,Minior,60,100,60,100,60,120,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_CORE_VIOLET,Minior,60,100,60,100,60,120,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_CORE_YELLOW,Minior,60,100,60,100,60,120,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_METEOR_BLUE,Minior,60,60,100,60,100,60,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_METEOR_GREEN,Minior,60,60,100,60,100,60,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_METEOR_INDIGO,Minior,60,60,100,60,100,60,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_METEOR_ORANGE,Minior,60,60,100,60,100,60,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_METEOR_RED,Minior,60,60,100,60,100,60,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_METEOR_VIOLET,Minior,60,60,100,60,100,60,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINIOR_METEOR_YELLOW,Minior,60,60,100,60,100,60,TYPE_ROCK,TYPE_FLYING,ABILITY_SHIELDS_DOWN,ABILITY_NONE,ABILITY_NONE
SPECIES_MINUN,Minun,60,40,50,75,85,95,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_MINUS,ABILITY_NONE,ABILITY_VOLT_ABSORB
SPECIES_MIRAIDON,Miraidon,100,85,100,135,115,135,TYPE_ELECTRIC,TYPE_DRAGON,ABILITY_HADRON_ENGINE,ABILITY_NONE,ABILITY_NONE
SPECIES_MISDREAVUS,Misdreavus,60,60,60,85,85,85,TYPE_GHOST,TYPE_GHOST,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_MISMAGIUS,Mismagius,60,60,60,105,105,105,TYPE_GHOST,TYPE_GHOST,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_MOLTRES,Moltres,90,100,90,125,85,90,TYPE_FIRE,TYPE_FLYING,ABILITY_PRESSURE,ABILITY_NONE,ABILITY_FLAME_BODY
SPECIES_MOLTRES_GALARIAN,Moltres,90,85,90,100,125,90,TYPE_DARK,TYPE_FLYING,ABILITY_BERSERK,ABILITY_NONE,ABILITY_NONE
SPECIES_MONFERNO,Monferno,64,78,52,78,52,81,TYPE_FIRE,TYPE_FIGHTING,ABILITY_BLAZE,ABILITY_NONE,ABILITY_IRON_FIST
SPECIES_MORELULL,Morelull,40,35,55,65,75,15,TYPE_GRASS,TYPE_FAIRY,ABILITY_ILLUMINATE,ABILITY_EFFECT_SPORE,ABILITY_RAIN_DISH
SPECIES_MORGREM,Morgrem,65,60,45,75,55,70,TYPE_DARK,TYPE_FAIRY,ABILITY_PRANKSTER,ABILITY_FRISK,ABILITY_PICKPOCKET
SPECIES_MORPEKO_FULL_BELLY,Morpeko,58,95,58,70,58,97,TYPE_ELECTRIC,TYPE_DARK,ABILITY_HUNGER_SWITCH,ABILITY_NONE,ABILITY_NONE
SPECIES_MORPEKO_HANGRY,Morpeko,58,95,58,70,58,97,TYPE_ELECTRIC,TYPE_DARK,ABILITY_HUNGER_SWITCH,ABILITY_NONE,ABILITY_NONE
SPECIES_MOTHIM,Mothim,70,94,50,94,50,66,TYPE_BUG,TYPE_FLYING,ABILITY_SWARM,ABILITY_NONE,ABILITY_TINTED_LENS
SPECIES_MR_MIME,Mr. Mime,40,45,65,100,120,90,TYPE_PSYCHIC,TYPE_FAIRY,ABILITY_SOUNDPROOF,ABILITY_FILTER,ABILITY_TECHNICIAN
SPECIES_MR_MIME_GALARIAN,Mr. Mime,50,65,65,90,90,100,TYPE_ICE,TYPE_PSYCHIC,ABILITY_VITAL_SPIRIT,ABILITY_SCREEN_CLEANER,ABILITY_ICE_BODY
SPECIES_MR_RIME,Mr. Rime,80,85,75,110,100,70,TYPE_ICE,TYPE_PSYCHIC,ABILITY_TANGLED_FEET,ABILITY_SCREEN_CLEANER,ABILITY_ICE_BODY
SPECIES_MUDBRAY,Mudbray,70,100,70,45,55,45,TYPE_GROUND,TYPE_GROUND,ABILITY_OWN_TEMPO,ABILITY_STAMINA,ABILITY_INNER_FOCUS
SPECIES_MUDKIP,Mudkip,50,70,50,50,50,40,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_DAMP
SPECIES_MUDSDALE,Mudsdale,100,125,100,55,85,35,TYPE_GROUND,TYPE_GROUND,ABILITY_OWN_TEMPO,ABILITY_STAMINA,ABILITY_INNER_FOCUS
SPECIES_MUK,Muk,105,105,75,65,100,50,TYPE_POISON,TYPE_POISON,ABILITY_STENCH,ABILITY_STICKY_HOLD,ABILITY_POISON_TOUCH
SPECIES_MUK_ALOLAN,Muk,105,105,75,65,100,50,TYPE_POISON,TYPE_DARK,ABILITY_POISON_TOUCH,ABILITY_GLUTTONY,ABILITY_POWER_OF_ALCHEMY
SPECIES_MUNCHLAX,Munchlax,135,85,40,40,85,5,TYPE_NORMAL,TYPE_NORMAL,ABILITY_PICKUP,ABILITY_THICK_FAT,ABILITY_GLUTTONY
SPECIES_MUNKIDORI,Munkidori,88,75,66,130,90,106,TYPE_POISON,TYPE_PSYCHIC,ABILITY_TOXIC_CHAIN,ABILITY_NONE,ABILITY_FRISK
SPECIES_MUNNA,Munna,76,25,45,67,55,24,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_FOREWARN,ABILITY_SYNCHRONIZE,ABILITY_TELEPATHY
SPECIES_MURKROW,Murkrow,60,85,42,85,42,91,TYPE_DARK,TYPE_FLYING,ABILITY_INSOMNIA,ABILITY_SUPER_LUCK,ABILITY_PRANKSTER
SPECIES_MUSHARNA,Musharna,116,55,85,107,95,29,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_FOREWARN,ABILITY_SYNCHRONIZE,ABILITY_TELEPATHY
SPECIES_NACLI,Nacli,55,55,75,35,35,25,TYPE_ROCK,TYPE_ROCK,ABILITY_PURIFYING_SALT,ABILITY_STURDY,ABILITY_CLEAR_BODY
SPECIES_NACLSTACK,Naclstack,60,60,100,35,65,35,TYPE_ROCK,TYPE_ROCK,ABILITY_PURIFYING_SALT,ABILITY_STURDY,ABILITY_CLEAR_BODY
SPECIES_NAGANADEL,Naganadel,73,73,73,127,73,121,TYPE_POISON,TYPE_DRAGON,ABILITY_BEAST_BOOST,ABILITY_NONE,ABILITY_NONE
SPECIES_NATU,Natu,40,50,45,70,45,70,TYPE_PSYCHIC,TYPE_FLYING,ABILITY_SYNCHRONIZE,ABILITY_EARLY_BIRD,ABILITY_MAGIC_BOUNCE
SPECIES_NECROZMA,Necrozma,97,107,101,127,89,79,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_PRISM_ARMOR,ABILITY_NONE,ABILITY_NONE
SPECIES_NECROZMA_DAWN_WINGS,Necrozma,97,113,109,157,127,77,TYPE_PSYCHIC,TYPE_GHOST,ABILITY_PRISM_ARMOR,ABILITY_NONE,ABILITY_NONE
SPECIES_NECROZMA_DUSK_MANE,Necrozma,97,157,127,113,109,77,TYPE_PSYCHIC,TYPE_STEEL,ABILITY_PRISM_ARMOR,ABILITY_NONE,ABILITY_NONE
SPECIES_NECROZMA_ULTRA,Necrozma,97,167,97,167,97,129,TYPE_PSYCHIC,TYPE_DRAGON,ABILITY_NEUROFORCE,ABILITY_NONE,ABILITY_NONE
SPECIES_NICKIT,Nickit,40,28,28,47,52,50,TYPE_DARK,TYPE_DARK,ABILITY_RUN_AWAY,ABILITY_UNBURDEN,ABILITY_STAKEOUT
SPECIES_NIDOKING,Nidoking,81,102,77,85,75,85,TYPE_POISON,TYPE_GROUND,ABILITY_POISON_POINT,ABILITY_RIVALRY,ABILITY_SHEER_FORCE
SPECIES_NIDOQUEEN,Nidoqueen,90,92,87,75,85,76,TYPE_POISON,TYPE_GROUND,ABILITY_POISON_POINT,ABILITY_RIVALRY,ABILITY_SHEER_FORCE
SPECIES_NIDORAN_F,Nidoran♀,55,47,52,40,40,41,TYPE_POISON,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_RIVALRY,ABILITY_HUSTLE
SPECIES_NIDORAN_M,Nidoran♂,46,57,40,40,40,50,TYPE_POISON,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_RIVALRY,ABILITY_HUSTLE
SPECIES_NIDORINA,Nidorina,70,62,67,55,55,56,TYPE_POISON,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_RIVALRY,ABILITY_HUSTLE
SPECIES_NIDORINO,Nidorino,61,72,57,55,55,65,TYPE_POISON,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_RIVALRY,ABILITY_HUSTLE
SPECIES_NIHILEGO,Nihilego,109,53,47,127,131,103,TYPE_ROCK,TYPE_POISON,ABILITY_BEAST_BOOST,ABILITY_NONE,ABILITY_NONE
SPECIES_NINCADA,Nincada,31,45,90,30,30,40,TYPE_BUG,TYPE_GROUND,ABILITY_COMPOUND_EYES,ABILITY_NONE,ABILITY_RUN_AWAY
SPECIES_NINETALES,Ninetales,73,76,75,81,100,100,TYPE_FIRE,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_NONE,ABILITY_DROUGHT
SPECIES_NINETALES_ALOLAN,Ninetales,73,67,75,81,100,109,TYPE_ICE,TYPE_FAIRY,ABILITY_SNOW_CLOAK,ABILITY_NONE,ABILITY_SNOW_WARNING
SPECIES_NINJASK,Ninjask,61,90,45,50,50,160,TYPE_BUG,TYPE_FLYING,ABILITY_SPEED_BOOST,ABILITY_NONE,ABILITY_INFILTRATOR
SPECIES_NOCTOWL,Noctowl,100,50,50,86,96,70,TYPE_NORMAL,TYPE_FLYING,ABILITY_INSOMNIA,ABILITY_KEEN_EYE,ABILITY_TINTED_LENS
SPECIES_NOIBAT,Noibat,40,30,35,45,40,55,TYPE_FLYING,TYPE_DRAGON,ABILITY_FRISK,ABILITY_INFILTRATOR,ABILITY_TELEPATHY
